-81.077 -81.025 -81.005 -81.043 -81.129 -81.220 -81.306 -81.420 -81.542 -81.692 -81.867 -82.029 -82.198 -82.392 -82.552 -82.641 -82.711 -82.763 -82.781 -82.765 -82.713 -82.618 -82.479 -82.291 -82.044 -81.808 -81.579 -81.311 -81.022 -80.684 -80.310 -79.929 -79.546 -79.256 -79.087 -79.040 -79.084
-81.606 -81.529 -81.496 -81.534 -81.586 -81.661 -81.755 -81.840 -81.934 -82.040 -82.157 -82.325 -82.528 -82.725 -82.896 -83.002 -83.064 -83.106 -83.112 -83.087 -83.041 -82.953 -82.820 -82.627 -82.373 -82.126 -81.859 -81.581 -81.305 -81.003 -80.668 -80.291 -79.930 -79.644 -79.484 -79.456 -79.509
-82.146 -82.081 -82.032 -82.020 -82.040 -82.108 -82.159 -82.208 -82.279 -82.312 -82.353 -82.530 -82.788 -83.018 -83.228 -83.366 -83.427 -83.460 -83.438 -83.370 -83.305 -83.225 -83.099 -82.918 -82.670 -82.401 -82.118 -81.847 -81.587 -81.308 -80.997 -80.639 -80.297 -80.015 -79.866 -79.850 -79.893
-82.660 -82.608 -82.575 -82.563 -82.569 -82.580 -82.581 -82.600 -82.559 -82.523 -82.621 -82.838 -83.089 -83.324 -83.565 -83.744 -83.800 -83.770 -83.715 -83.660 -83.586 -83.502 -83.381 -83.199 -82.947 -82.661 -82.382 -82.116 -81.867 -81.603 -81.295 -80.943 -80.610 -80.359 -80.223 -80.185 -80.210
-83.206 -83.181 -83.160 -83.158 -83.141 -83.119 -83.064 -82.971 -82.846 -82.826 -82.970 -83.189 -83.446 -83.710 -83.924 -84.048 -84.098 -84.092 -84.076 -84.026 -83.919 -83.823 -83.687 -83.472 -83.199 -82.923 -82.676 -82.421 -82.178 -81.906 -81.561 -81.199 -80.882 -80.651 -80.533 -80.496 -80.495
-83.755 -83.769 -83.769 -83.767 -83.729 -83.687 -83.511 -83.333 -83.291 -83.338 -83.480 -83.616 -83.721 -83.918 -84.162 -84.360 -84.497 -84.538 -84.509 -84.413 -84.281 -84.158 -83.969 -83.708 -83.429 -83.172 -82.967 -82.755 -82.502 -82.176 -81.780 -81.404 -81.120 -80.936 -80.841 -80.791 -80.762
-84.256 -84.315 -84.355 -84.365 -84.310 -84.223 -84.029 -83.928 -83.916 -83.901 -83.984 -84.011 -83.988 -84.164 -84.484 -84.768 -84.929 -84.949 -84.892 -84.789 -84.646 -84.465 -84.222 -83.925 -83.643 -83.416 -83.236 -83.046 -82.768 -82.389 -81.983 -81.625 -81.377 -81.244 -81.175 -81.105 -81.034
-84.674 -84.786 -84.870 -84.897 -84.858 -84.768 -84.624 -84.527 -84.440 -84.357 -84.317 -84.334 -84.466 -84.725 -85.008 -85.234 -85.333 -85.325 -85.255 -85.124 -84.953 -84.731 -84.456 -84.130 -83.834 -83.629 -83.467 -83.269 -82.973 -82.579 -82.175 -81.861 -81.686 -81.595 -81.524 -81.432 -81.306
-85.013 -85.149 -85.265 -85.322 -85.325 -85.278 -85.202 -85.085 -84.962 -84.815 -84.719 -84.861 -85.104 -85.337 -85.524 -85.661 -85.725 -85.676 -85.559 -85.390 -85.190 -84.946 -84.648 -84.321 -84.026 -83.813 -83.661 -83.462 -83.162 -82.790 -82.438 -82.188 -82.052 -81.976 -81.884 -81.737 -81.579
-85.309 -85.452 -85.563 -85.640 -85.684 -85.688 -85.668 -85.601 -85.497 -85.293 -85.228 -85.366 -85.467 -85.717 -85.981 -86.074 -86.076 -85.975 -85.828 -85.637 -85.392 -85.119 -84.809 -84.481 -84.197 -83.993 -83.845 -83.658 -83.390 -83.051 -82.757 -82.572 -82.451 -82.344 -82.214 -82.030 -81.872
-85.578 -85.692 -85.810 -85.927 -86.020 -86.091 -86.108 -86.076 -85.945 -85.697 -85.693 -85.871 -85.950 -86.152 -86.356 -86.415 -86.370 -86.246 -86.086 -85.855 -85.576 -85.267 -84.935 -84.617 -84.356 -84.177 -84.057 -83.902 -83.678 -83.395 -83.154 -82.998 -82.886 -82.735 -82.539 -82.360 -82.245
-85.828 -85.919 -86.063 -86.189 -86.308 -86.431 -86.518 -86.538 -86.368 -86.098 -86.124 -86.387 -86.553 -86.674 -86.743 -86.728 -86.623 -86.475 -86.292 -86.032 -85.739 -85.383 -85.023 -84.744 -84.538 -84.396 -84.330 -84.228 -84.034 -83.789 -83.582 -83.421 -83.271 -83.090 -82.887 -82.758 -82.733
-86.074 -86.162 -86.303 -86.431 -86.603 -86.768 -86.887 -86.899 -86.730 -86.514 -86.561 -86.836 -86.976 -87.057 -87.054 -86.935 -86.810 -86.664 -86.448 -86.166 -85.862 -85.512 -85.178 -84.931 -84.786 -84.719 -84.703 -84.624 -84.488 -84.280 -84.027 -83.830 -83.644 -83.459 -83.326 -83.305 -83.393
-86.291 -86.377 -86.543 -86.727 -86.929 -87.087 -87.206 -87.223 -87.143 -87.016 -87.042 -87.266 -87.351 -87.353 -87.268 -87.142 -87.038 -86.848 -86.584 -86.285 -85.986 -85.680 -85.397 -85.190 -85.106 -85.116 -85.183 -85.150 -85.000 -84.753 -84.430 -84.189 -84.033 -83.951 -83.962 -84.055 -84.207
-86.438 -86.576 -86.787 -87.011 -87.210 -87.349 -87.459 -87.497 -87.444 -87.362 -87.412 -87.548 -87.582 -87.523 -87.409 -87.337 -87.211 -86.984 -86.725 -86.428 -86.134 -85.859 -85.635 -85.508 -85.508 -85.582 -85.693 -85.680 -85.464 -85.148 -84.836 -84.627 -84.556 -84.617 -84.756 -84.905 -85.063
-86.576 -86.753 -86.981 -87.205 -87.400 -87.563 -87.679 -87.733 -87.639 -87.535 -87.661 -87.791 -87.805 -87.664 -87.517 -87.475 -87.331 -87.104 -86.836 -86.562 -86.305 -86.075 -85.919 -85.857 -85.908 -86.070 -86.191 -86.092 -85.847 -85.564 -85.334 -85.230 -85.274 -85.427 -85.620 -85.784 -85.912
-86.653 -86.863 -87.106 -87.334 -87.535 -87.728 -87.863 -87.928 -87.845 -87.715 -87.855 -87.995 -87.987 -87.820 -87.716 -87.664 -87.455 -87.196 -86.906 -86.663 -86.466 -86.314 -86.220 -86.218 -86.315 -86.550 -86.688 -86.514 -86.285 -86.084 -85.959 -85.994 -86.139 -86.326 -86.499 -86.615 -86.693
-86.722 -86.932 -87.157 -87.393 -87.631 -87.852 -88.020 -88.125 -88.089 -87.954 -88.102 -88.260 -88.229 -88.105 -88.032 -87.907 -87.634 -87.330 -87.027 -86.806 -86.653 -86.586 -86.544 -86.579 -86.705 -86.907 -87.029 -86.926 -86.776 -86.634 -86.578 -86.719 -86.952 -87.160 -87.292 -87.344 -87.381
-86.872 -86.977 -87.189 -87.441 -87.703 -87.949 -88.150 -88.290 -88.318 -88.246 -88.409 -88.571 -88.531 -88.399 -88.266 -88.095 -87.840 -87.512 -87.198 -87.009 -86.893 -86.862 -86.863 -86.935 -87.100 -87.259 -87.372 -87.368 -87.226 -87.100 -87.138 -87.376 -87.673 -87.869 -87.946 -87.956 -87.965
-87.068 -87.068 -87.230 -87.486 -87.768 -88.036 -88.279 -88.452 -88.521 -88.531 -88.694 -88.849 -88.824 -88.677 -88.539 -88.357 -88.053 -87.705 -87.405 -87.221 -87.136 -87.124 -87.155 -87.261 -87.473 -87.660 -87.778 -87.771 -87.576 -87.477 -87.644 -87.984 -88.281 -88.414 -88.437 -88.434 -88.443
